ID,Format,Topic,Difficulty,Question,Answer,Used,Freshness,ID Search,Answer Search,,,,,,,,,,,,,,,,,,,,,,
Q1297,T/F,Biology/Zoology,1,True or False: Dolphins are mammals.,TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1298,Multi,Biology/Zoology,3,Which part of the cell contains its genetic material?,Nucleus,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1299,Open,Biology/Zoology,1,What is the term for animals that eat both plants and meat?,Omnivores,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1300,T/F,Biology/Zoology,1,True or False: A turtle is a reptile.,TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1301,Open,Biology/Zoology,4,What is the largest internal organ in the human body?,Liver,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1302,Multi,Biology/Zoology,2,"Which animal does not have a prehensile tail—Koala, Opossum, or Bearcat?",Koala,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1303,Open,Biology/Zoology,5,What is the name of the process by which plants release water vapor?,Transpiration,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1304,T/F,Biology/Zoology,1,True or False: Bats are the only mammals capable of true flight.,TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1305,Open,Biology/Zoology,3,What is the primary diet of a frugivore?,Fruit,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1306,Multi,Biology/Zoology,4,"Which species of whale is the largest animal on Earth—Sperm, Blue, Humpback, or Orca?",Blue Whale,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1307,Open,Biology/Zoology,5,"What is the term for an organism that lives in or on another organism, benefiting at the host’s expense?",Parasite,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1308,Multi,High Art,3,"Which art movement is Claude Monet associated with—Cubism, Impressionism, Surrealism, or Romanticism?",Impressionism,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1309,T/F,High Art,1,True or False: Michelangelo sculpted David.,TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1310,Open,High Art,4,Which architect designed the Guggenheim Museum in Bilbao?,Frank Gehry,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1311,Multi,High Art,2,"Which Dutch painter is known for “The Starry Night”—Vermeer, Van Gogh, Rembrandt, or Modrian?",Van Gogh,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1312,Open,High Art,5,What is the painting technique of rapidly applying small dots of color called?,Pointillism,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1313,T/F,High Art,1,True or False: The Louvre is located in Paris.,TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1314,Open,High Art,3,Who painted “The Birth of Venus”?,Sandro Botticelli,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1315,Open,High Art,4,Which Spanish painter is known for co-founding the Cubist movement and his blue period?,Pablo Picasso,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1316,T/F,High Art,2,True or False: Frescoes are painted on dry plaster.,FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1317,Open,High Art,3,Who painted “Girl with a Pearl Earring”?,Johannes Vermeer,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1318,Multi,High Art,4,"Which composer wrote “The Four Seasons”—Mozart, Vivaldi, Beethoven, or Handel?",Vivaldi,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1319,Multi,High Art,3,"Which Italian artist created “The Last Supper”—Raphael, Michelangelo, da Vinci, or Titian?",da Vinci,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1320,Open,High Art,5,Which Norwegian artist painted “The Scream”?,Edvard Munch,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1321,Open,World,2,What is the capital of Japan?,Tokyo,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1322,Multi,World,3,"Which country has the most pyramids—Egypt, Peru, Sudan, or Mexico?",Sudan,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1323,T/F,World,1,True or False: Europe is the smallest continent.,FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1324,T/F,World,4,"Which river is longer, the Nile or the Amazon?",The Nile,8/4/2026,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1325,Open,World,5,What mountain range separates Europe and Asia?,The Ural Mountains,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1326,T/F,World,1,True or False: The Sahara is the world’s largest desert.,False (Antarctica is),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1327,Open,World,1,What is the official language of Brazil?,Portuguese,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1328,Open,World,3,What is the world’s largest island that is not a continent?,Greenland,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1329,T/F,World,1,True or False: The equator passes through Kenya.,TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1330,Open,World,5,What country is home to the ancient city of Petra?,Jordan,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1331,Multi,World,3,"Which country produces the most coffee—Colombia, Brazil, Ethiopia, or Vietnam?",Brazil,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1332,Open,World,4,What is the currency of the United Kingdom?,Pound sterling,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1333,Open,Misc,3,"On an old-fashioned rotary phone,what number requires the longest turn of the dial?",0,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1334,Open,US,3,"On average, what denomination of U.S. paper currency remains in circulation the longest?",100 Dollar Bill,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1335,Open,STEM,4,"On average, what is the most abundant gas released into the atmosphere by a volcano?",Water Vapor,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1336,Open,STEM,2,"On average,a healthy person’s resting heart rate falls into which of these ranges of “beats per minute”?",60-100,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1337,Open,US,3,"On December 21, 1864, General Sherman’s famous “March to the Sea” concluded with the capture of what Southern city?",Savannah,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1338,Open,Fashion,4,"On dress shirts, button-down, spread and tab are types of what?",Collar,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1339,Open,Food/Drink,4,"On food packaging, a circle with a “U” indicates that the food is certified as what?",Kosher,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1340,Open,Film/TV,3,"On his talk show “Maury,” host Maury Povich famously says to some of his guests “you are NOT” what?",The Father,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1341,Open,Film/TV,4,"On March 4, 2010, baby Cecelia Marie Halpert was “born” on an emotional episode of what hit TV series?",The Office,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1342,Open,Film/TV,2,"On television, Dr. Gregory House’s apartment number is “221B,” a nod to what famous literary sleuth’s address?",Sherlock Holmes,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1343,Open,Film/TV,2,"On the cartoon series Scooby-Doo, Where Are You, which character usually wears a scarf?",Daphne,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1344,Open,Film/TV,2,"On the cartoon series Scooby-Doo, Where Are You, which character usually wears an ascot?",Fred,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1345,Open,Film/TV,4,"On the children’s TV “Dora the Explorer,” Dora’s best friend Boots is what kind of animal?",Monkey,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1346,Open,Food/Drink,3,"On the FDA Nutrition Facts food label,the abbreviation “DV” stands for what?",Daily Value,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1347,Open,US,2,"On the Great Seal of the United States,the eagle holds in its beak a scroll bearing what Latin phrase?",E Pluribus Unum,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1348,Open,Biology/Zoology,2,"On the human body, the area of skin known as “The T-zone” is located where?",Face,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1349,Open,Biology/Zoology,5,"On the human body, the intercostal muscles are located where?",Ribs,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1350,Open,Economics,5,"On the New York Stock Exchange,what company uses the apt stock symbol “CAKE”?",The Cheesecake Factory,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1351,Open,Film/TV,4,"On the TV sitcom “How I Met Your Mother,” what actor provides the voice of the unseen narrator?",Bob Saget,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1352,Open,Low Art,4,On what classic TV game show do contestants frequently chant “No Whammies”?,Press Your Luck,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1353,Open,Space,3,On which date(s) do all the places in the Earth experience 12 hours of daylight and 12 hours of darkness?,Vernal and Autumnal Equinoxes,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1354,Open,World,3,"Once believed to ward off evil spirits,a Greek wedding tradition involves the ceremonious smashing of what?",Plates,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1355,Open,Fashion,5,"Once featured on a TV infomercial and still used to this day by actor George Clooney to create his signature ""Caesar"" haircut, the Flowbee is a haircutting device that works with what household appliance?",Vacuum Cleaner,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1356,Open,Sports/Games,2,"Once ranked #1 for a record 237 weeks, tennis great Roger Federer hails from what country?",Switzerland,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1357,Open,Fashion,3,"One of the great ’90s fashion fads, “Zubaz” were brightly-colored what?",Pants,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1358,Open,Linguistics,4,"One of the most translated books in the world, Anne Frank’s original diary was published in what language?",Dutch,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1359,Open,US,2,One of the world’s steepest streets in a major city - Filbert Street is located where?,San Francisco,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1360,Open,Religion/Myth,4,Oregon’s George Fox University is named in honor of the founder of what religious movement?,Quakers / Society of Friends,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1361,Open,Buildings/Architecture,1,"Originally en vogue in the early 1900s, a “craftsman” is a simplistic style of what?",House,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1362,Open,Food/Drink,2,"Originally made in Germany, traditional Rumple Minze schnapps is known for what distinctive flavor?",Peppermint,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1363,Open,Food/Drink,3,"Originating in Turkey, sultanas are a flavorful variety of what food?",Raisins,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1364,Open,Food/Drink,1,Orzo is a type of Italian pasta shaped like what?,Grains of Rice,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1365,Multi,Biology/Zoology,2,"Ossicones are hair-covered horns atop the head of which of these mammals: Deer, Bison, Girafffe, or Antelope?",Giraffe,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1366,Open,World,1,"Other than Antarctica, what continent has the smallest population?",Australia,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1367,Open,Geography,2,"Over 17000 feet tall, Mount Kenya is the second highest mountain on what continent?",Africa,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1368,Open,High Art,1,"Painted in 1893,the famous Edvard Munch painting “The Scream” depicts a terrified figure holding his hands where?",On His Cheeks/Face,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1369,Open,World,3,Paris’s largest airport is named after what French leader?,Charles de Gualle,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1370,Open,Food/Drink,4,"Partly due to its rounded shape and leathery green skin, what fruit is also known as an “alligator pear”?",Avocado,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1371,Open,Food/Drink,3,"Pastis, sambuca and ouzo are three similar liqueurs that all have what distinctive flavor?",Anise,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1372,Open,Food/Drink,2,Patagonian toothfish is served in restaurants under which more menu-friendly name?,Chilean Sea Bass,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1373,Open,Music,3,Payola is a type of illegal payment typically associated with what industry?,RADIO/MUSIC STREAMING,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1374,Multi,Food/Drink,4,"Pectin,a water-soluble carbohydrate,is an important ingredient in which of the following: Jam/Jelly?",JELLY,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1375,Open,Music,3,"People would most likely use the mnemonic “Every good boy does fine” or ""Good Boys Do Fine Always"" when learning to do what?",Reading Sheet Music,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1376,Open,Biology/Zoology,2,"Performed to assist breathing, a tracheotomy is a surgery on what part of the body?",Windpipe,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1377,Open,Biology/Zoology,2,"Perhaps alluding to the diets of very small children,deciduous or “baby” teeth are also known as what?",Milk Teeth,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1378,Open,Biology/Zoology,4,"Perhaps because it’s so romantic,a full moon often triggers which of these sea creatures to reproduce: Sea Horses, Sea Anenome, Starfish, or Coral?",Coral,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1379,Open,Biology/Zoology,3,Piscivorous animals feed mainly on what?,Fish,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1380,Multi,Film/TV,2,"Pixar has won Academy Awards for all but which of the following: Best Picture, Best Sound Editing, Best Music or Original Song, or Best Animated Feature?",Best Picture,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1381,Open,STEM,1,Placing a blanket over a fire extinguishes it by robbing the flame of what gas?,Oxygen,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1382,Open,High Art,,"Pointe shoes,also known as “toe shoes,” are commonly used in what style of dance?",Ballet,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1383,Open,World,,"Which country has NOT produced a Pope of the Roman Catholic church: Germany, Poland, Denmark, or the Netherlands",Denmark,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1384,Open,Biology/Zoology,4,"Popular at Christmas time, mistletoe plants normally have what color berries?",White,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1385,Open,Food/Drink,,"Popular in France, a croque-monsieur is a heated sandwich traditionally filled with what?",HAM AND CHEESE,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1386,Open,US,,"Popular in homes in the state for which it’s named,an “Arizona Room” is a type of what?",SCREENED-IN PATIO,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1387,Open,Food/Drink,2,"Popular in India, a tandoor is a clay structure used for what purpose?",Cooking Food,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1388,Open,Food/Drink,3,"Popular in India, paneer is a type of what food?",Cheese,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1389,Open,Food/Drink,3,"Popular in Russia, samovars are used primarily to do what?",BOIL WATER/SERVE TEA,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1390,Multi,Music,5,"Which of these bands derives its unusual name from “The Simpsons”: Maroon 5, Hootie and The Blowfish, or Fall Out Boy?",FALL OUT BOY,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1391,Open,Fashion,3,"Popularized by Audrey Hepburn, women’s shoes with short,slender heels are known as what?",Kitten Heels,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1392,Open,Film/TV,4,"Presumably named after the love of his life, “The Olive” is a boat belonging to what cartoon character?",Popeye,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1393,Open,Pop Culture,,How many years did the marriage of Prince Charles and Princess Diana last until their official divorce in 1996?,15,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1394,Open,Fashion,2,"Prized for its silk-producing abilities, the silkworm is the larva of what type of insect?",Moth,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1395,Open,Food/Drink,,"Produced in France since 1849, Cointreau is a popular liquor with what distinctive flavor?",Orange,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1396,Open,High Art,,"Published in 1798,a well-known poem by Samuel Taylor Coleridge is titled “The Rime of the Ancient” what?",Mariner,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1397,Open,US,5,Stephen King’s “11/22/63” is a time travel novel that centers around what event in history?,JFK Assassination,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1398,Open,STEM,2,Pyrogeography is the study of what natural phenoma?,Fire,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1399,Open,STEM,4,Pyrophoric substances are so reactive that exposure to air causes them to spontaneously what?,Ignite,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1400,Open,Religion/Myth,0,"In the Bible, whose height is given as “six cubits and a span,” somewhere between nine and twelve feet?",Goliath,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1401,Open,Sports/Games,0,"In the board game Risk,what continent has the most territories for a player to occupy?",Asia,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1402,Open,Low Art,0,"In the children’s book “The Little Engine That Could”,what is the engine attempting to deliver?",Toys,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1403,Open,Low Art,0,"In the children’s rhyme “This Little Piggy,” where did the first little piggy go?",To Market,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1404,Open,Low Art,0,"In the classic Shel Silverstein book “The Giving Tree,” what type of tree gives its fruit to a little boy?",Apple Tree,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1405,Open,Low Art,0,"In the classic story “Peter Pan,” what does Wendy use to reattach Peter’s shadow?",Needle and Thread,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1406,Open,High Art,0,"In the classic tale “Moby Dick,” Moby Dick is what kind of whale?",Sperm Whale,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1407,Open,Film/TV,4,"In the classic TV special, Rudolph, the Red-Nosed Reindeer befriends an elf who wants to be a what?",Dentist,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1408,Open,Sports/Games,0,"In the classic version of Monopoly, the two “utility companies” are Water Works and the what?",Electric Company,Not Found,Fresh,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1409,Open,Sports/Games,0,"In the classic version of Monopoly,the two “utility companies” are Electric Company and the what?",Water Works,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1410,Open,Film/TV,2,"In the climactic prom scene of the 1976 film “Carrie,” the title character is doused with the blood of what farm animal?",Pig,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1411,Open,Film/TV,3,"In the comedy classic “This is Spinal Tap,” the famous quote “These go to eleven” refers to what?",Guitar Amps,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1412,Open,Film/TV,4,"In the Disney animated classic “Pinocchio,” what kind of animal swallows Pinocchio whole?",Whale,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1413,Open,Misc,0,What does the “b” stand for in BCC?,Blind,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1414,Open,Geography,0,"In the early 20th century, Robert Perry and Frederick Cook each claimed to be the first to what?",Reach the North Pole,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1415,Open,Linguistics,0,"In the famous Latin saying “veni, vidi, vici,” what does “vidi” mean?",I Saw,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1416,Open,Food/Drink,0,How are the eggs in Eggs Benedict prepared?,Poached,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1417,Open,US,2,"In the federal organized crime law known as “RICO,” what does the R stand for?",Racketeer,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1418,Open,Biology/Zoology,3,The pericardium is a membrane that surrounds what organ?,Heart,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1419,Open,Biology/Zoology,4,What internal organ regulates the amount of glucose in the blood?,Liver,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1420,Open,Biology/Zoology,2,"In the human body, a “bicuspid” can refer to a type of tooth and a type of valve located in what organ?",Heart,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1421,Open,Biology/Zoology,2,The pancreas is part of both the endocrine system and what other system?,Digestive,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1422,T/F,US,0,"True or False, In the iconic WW II poster, “We can Do it!” Rosie the Riveter is holding a wrench.","False, She's not holding anything!",Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1423,Open,High Art,0,"In the Kurt Vonnegut novel “Breakfast of Champions,” what cocktail is referred to as the titular “breakfast of champions”?",Martinis,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1424,Open,Food/Drink,0,"In the late 1860s, Charles and Max Fleischmann created America’s first commercially produced what?",YEAST,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1425,Open,Food/Drink,0,"In the late ’90s,a Chihuahua named Gidget served as the “spokesdog” for what restaurant chain?",TACO BELL,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1426,Open,Food/Drink,0,"In the mid-twentieth century, what U.S. state grew about 80 percent of the world’s pineapples?",HAWAII,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1427,Open,US,4,"In the military, a Huey is a type of what?",HELICOPTER,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1428,Open,US,5,"In the US Military, a marine with the ranking “E-3” is better known as a “lance” what?",CORPORAL,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1429,Open,Film/TV,5,"In the movie “Arthur,” what does Arthur say to elicit his butler’s famously dry response “I’ll alert the media”?",I’M GOING TO TAKE A BATH,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1430,Open,Film/TV,3,"In the movie “Mean Girls,” a naive teen played by Lindsay Lohan tangles with a popular clique of girls nicknamed what?",THE PLASTICS,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1431,Open,Film/TV,2,"In the movie “Snow White and the Seven Dwarfs,” how many of the dwarfs’ names do not end in “Y”?",2,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1432,Open,Film/TV,0,"In the movie “The Lord of the Rings: The Return of the King,” the “king” in the title refers to whom?",ARAGORN,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1433,Open,Economics,0,"In the name of communications giant AT & T, the second “T” originally stood for what?",Telegraph,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1434,Open,US,3,"In the NATO phonetic alphabet that begins “Alpha,Bravo,Charlie,” how do you spell “USA”?","UNIFORM,SIERRA,ALPHA",Not Found,Fresh,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1435,Open,Film/TV,0,"In the novel “Twilight,” Edward and Bella attend Forks High School,located in what U.S. state?",WASHINGTON,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1436,Open,STEM,0,"In the number 4.231, what digit is in the “hundredths” place?",3,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1437,Open,Linguistics,0,"In the Olympics,a decathlon has how many more events than a triathlon?",7,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1438,Open,Linguistics,0,"In the phrases “bar mitzvah” and “bat mitzvah,” “bar” and “bat” are Hebrew words meaning what?",SON AND DAUGHTER,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1439,Open,Food/Drink,0,"In the drink bubble tea, the little pearls or “boba” are typically made from what?",Tapioca,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1440,Open,Food/Drink,0,"During the quality inspection process known as “candling,” which of these foods is held in a bright light: Beef, Milk, Grapes, or Eggs?",Eggs,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1441,Open,Film/TV,0,"In the Schoolhouse Rock cartoon “Conjunction Function,” individual words are portrayed on what?",Train Cars,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
